Gene	Chr	Start	End
CTD-3105H18.16	19	12391949	12441082
ZNF443	19	12429707	12441112
CTD-3105H18.18	19	12433103	12484816
ZNF709	19	12461184	12513854
CTD-2192J16.17	19	12461559	12551474
ZNF564	19	12525370	12551542
CTD-2192J16.20	19	12525720	12580975
ZNF490	19	12577961	12640098
ZNF791	19	12610918	12633840
CTD-2192J16.22	19	12643831	12648397
MAN2B1	19	12646511	12666742
CTD-2192J16.24	19	12664828	12669397
WDR83	19	12666800	12675832
WDR83OS	19	12668071	12671356
DHPS	19	12675717	12681902
FBXW9	19	12688053	12696643
TNPO2	19	12699194	12724011
C19orf43	19	12730640	12734775
ASNA1	19	12737139	12748323
BEST2	19	12751702	12758458
HOOK2	19	12763003	12872740
JUNB	19	12791496	12793315
PRDX2	19	12796820	12801859
RNASEH2A	19	12806580	12813638
RTBDN	19	12825478	12835428
MAST1	19	12833951	12874951
DNASE2	19	12875211	12881468
KLF1	19	12884423	12887181
GCDH	19	12891026	12914207
SYCE2	19	12898786	12919276
FARSA	19	12922479	12934037
CALR	19	12938578	12944489
RAD23A	19	12945855	12953642
GADD45GIP1	19	12953119	12957236
DAND5	19	12965159	12974762
NFIX	19	12995608	13098796
LYL1	19	13099033	13103161
TRMT1	19	13104902	13117567
NACC1	19	13118103	13141141
STX10	19	13144058	13150383
IER2	19	13150415	13154908
CACNA1A	19	13206442	13623990
CCDC130	19	13731760	13763296
MRI1	19	13764532	13774282
C19orf53	19	13774168	13778462
AC008686.1	19	13780070	13790158
ZSWIM4	19	13795460	13832230
NANOS3	19	13862063	13880757
C19orf57	19	13882348	13906452
CC2D1A	19	13906201	13930879
PODNL1	19	13931187	13953392
DCAF15	19	13952492	13961449
RFX1	19	13961538	14007039
RLN3	19	14028148	14031042
IL27RA	19	14031748	14053216
PALM3	19	14053365	14059159
CTB-55O6.8	19	14072536	14075062
C19orf67	19	14081619	14085875
SAMD1	19	14087840	14091036
PRKACA	19	14091688	14118084
ASF1B	19	14119509	14136956
ADGRL1	19	14147743	14206187
ADGRE5	19	14380501	14408725
DDX39A	19	14408819	14419383
PKN1	19	14433053	14471867
PTGER1	19	14472466	14475362
GIPC1	19	14477760	14496149
DNAJB1	19	14514770	14529770
TECR	19	14517085	14565980
NDUFB7	19	14566078	14572062
CLEC17A	19	14583084	14611157
ADGRE3	19	14619117	14690027
ZNF333	19	14689801	14733746
ADGRE2	19	14732393	14778541
OR7A5	19	14792490	14835376
OR7C1	19	14799146	14800211
OR7A10	19	14840948	14841877
OR7A17	19	14880426	14881452
OR7C2	19	14941489	14942448
SLC1A6	19	14950034	15022990
CCDC105	19	15010744	15023269
CASP14	19	15049384	15058293
OR1I1	19	15086980	15088221
SYDE1	19	15107403	15114988
ILVBL	19	15114984	15125785
NOTCH3	19	15159038	15200981
EPHX3	19	15226919	15233435
BRD4	19	15235519	15332545
AKAP8	19	15353385	15379798
AKAP8L	19	15380048	15419141
WIZ	19	15419980	15449951
RASAL3	19	15451624	15464571
PGLYRP2	19	15468645	15498956
CYP4F22	19	15508493	15552317
CYP4F8	19	15615218	15630638
CYP4F3	19	15615617	15662825
CYP4F12	19	15672757	15697174
OR10H2	19	15728020	15729060
OR10H3	19	15741393	15742343
OR10H5	19	15793951	15795082
OR10H1	19	15807003	15808126
CYP4F2	19	15878023	15898120
CYP4F11	19	15912367	15934867
OR10H4	19	15949008	15949958
TPM4	19	16067021	16103005
RAB8A	19	16111629	16134234
HSH2D	19	16134028	16158575
CIB3	19	16161368	16173525
FAM32A	19	16185380	16192046
AP1M1	19	16197578	16245907
KLF2	19	16324817	16327874
EPS15L1	19	16355239	16472085
CALR3	19	16479057	16496192
CTD-3222D19.2	19	16479067	16628204
C19orf44	19	16496311	16521352
CHERP	19	16517889	16542530
SLC35E1	19	16549831	16572382
MED26	19	16574907	16629062
CTC-429P9.4	19	16577642	16660115
SMIM7	19	16630751	16660442
TMEM38A	19	16661127	16690029
NWD1	19	16719976	16817963
SIN3B	19	16829400	16880353
F2RL3	19	16888860	16892606
CPAMD8	19	16892947	17026815
HAUS8	19	17049729	17075625
MYO9B	19	17075781	17214537
USE1	19	17215346	17219829
OCEL1	19	17226204	17229219
NR2F6	19	17231883	17245940
AC010646.3	19	17235940	17255448
USHBP1	19	17249176	17282786
BABAM1	19	17267350	17281249
CTD-2278I10.6	19	17267418	17282966
ANKLE1	19	17281645	17287646
ABHD8	19	17292131	17310236
MRPL34	19	17292609	17306843
DDA1	19	17309518	17323301
ANO8	19	17323223	17334829
GTPBP3	19	17334920	17342735
PLVAP	19	17351448	17377350
BST2	19	17402939	17405648
MVB12A	19	17405722	17433724
TMEM221	19	17435509	17448567
CTD-2521M24.10	19	17436611	17460804
NXNL1	19	17455425	17460954
SLC27A1	19	17468769	17506168
PGLS	19	17511629	17521288
FAM129C	19	17523301	17553839
COLGALT1	19	17555594	17583162
UNC13A	19	17601328	17688365
MAP1S	19	17719242	17734516
FCHO1	19	17747718	17788568
B3GNT3	19	17794828	17813082
INSL3	19	17816512	17821574
JAK3	19	17824780	17848071
RPL18A	19	17859876	17864153
SLC5A5	19	17871973	17895174
CCDC124	19	17933016	17943991
KCNN1	19	17951293	18000080
ARRDC2	19	18001132	18014102
IL12RB1	19	18058995	18098944
MAST3	19	18097793	18151692
PIK3R2	19	18153118	18170540
AC007192.4	19	18153158	18178117
IFI30	19	18173162	18178117
MPV17L2	19	18193182	18196948
RAB3A	19	18196784	18204074
PDE4C	19	18207961	18255419
KIAA1683	19	18257097	18274509
JUND	19	18279760	18281622
LSM4	19	18306230	18323274
PGPEP1	19	18340587	18369950
GDF15	19	18374731	18389176
LRRC25	19	18391144	18397617
SSBP4	19	18418864	18434562
ISYNA1	19	18434388	18438301
ELL	19	18442663	18522127
FKBP8	19	18531751	18544077
KXD1	19	18557762	18569387
UBA52	19	18571730	18577550
CRLF1	19	18572220	18607741
C19orf60	19	18588685	18592336
TMEM59L	19	18607430	18621039
KLHL26	19	18636965	18671714
CRTC1	19	18683677	18782333
COMP	19	18782773	18791314
UPF1	19	18831938	18868236
CERS1	19	18868545	18896727
GDF1	19	18868545	18896096
COPE	19	18899514	18919397
AC002985.3	19	18907013	18934397
DDX49	19	18919675	18928633
HOMER3	19	18929201	18941261
SUGP2	19	18990888	19034023
ARMC6	19	19033575	19060311
SLC25A42	19	19063999	19112888
TMEM161A	19	19119169	19138513
BORCS8-MEF2B	19	19145567	19192158
MEF2B	19	19145568	19170289
BORCS8	19	19176903	19192591
RFXANK	19	19192229	19201869
NR2C2AP	19	19201416	19203424
NCAN	19	19211973	19252233
HAPLN4	19	19255641	19262796
TM6SF2	19	19264364	19273391
SUGP1	19	19276018	19320844
MAU2	19	19320681	19358755
GATAD2A	19	19385826	19508931
TSSK6	19	19512418	19515685
NDUFA13	19	19515736	19529054
CTC-260F20.3	19	19516227	19536076
YJEFN3	19	19528861	19537581
CILP2	19	19538248	19546659
PBX4	19	19561707	19618916
LPAR2	19	19623668	19628930
GMIP	19	19629476	19643667
ATP13A1	19	19645198	19663693
ZNF101	19	19668796	19683509
ZNF14	19	19710471	19733097
ZNF506	19	19785839	19821751
ZNF253	19	19865886	19894674
ZNF93	19	19900913	19935575
ZNF682	19	19997058	20039506
ZNF90	19	20077994	20127076
ZNF486	19	20167228	20200490
ZNF737	19	20535825	20565809
ZNF626	19	20620061	20661596
ZNF66	19	20776304	20807322
ZNF85	19	20923222	20950697
ZNF430	19	21020620	21060050
ZNF714	19	21082159	21125270
ZNF431	19	21142024	21196053
ZNF708	19	21221500	21329425
ZNF738	19	21358930	21379302
ZNF493	19	21397119	21427573
CTD-2561J22.3	19	21405159	21491266
ZNF429	19	21496682	21556270
ZNF100	19	21722766	21767628
ZNF43	19	21804949	21852125
ZNF208	19	21932958	22010949
ZNF257	19	22052452	22091480
ZNF676	19	22179091	22196951
ZNF729	19	22286408	22317176
ZNF98	19	22391019	22532485
ZNF492	19	22634324	22667670
ZNF99	19	22752183	22784107
ZNF728	19	22975468	23003176
ZNF730	19	23075210	23147219
ZNF724P	19	23221599	23250390
ZNF91	19	23304991	23395560
ZNF675	19	23525631	23687220
ZNF681	19	23739195	23758891
ZNF726	19	23914876	23945159
ZNF254	19	24033405	24129961
UQCRFS1	19	29205321	29213541
VSTM2B	19	29526499	29564479
POP4	19	29604017	29617237
PLEKHF1	19	29665056	29675457
C19orf12	19	29698886	29715789
CCNE1	19	29811898	29824308
URI1	19	29923644	30016608
ZNF536	19	30228290	30713538
TSHZ3	19	31274945	31349547
ZNF507	19	32345594	32387667
DPY19L3	19	32405543	32485895
PDCD5	19	32581068	32587452
ANKRD27	19	32597007	32676597
RGS9BP	19	32675407	32678300
NUDT19	19	32691961	32713796
TDRD12	19	32719753	32829580
SLC7A9	19	32830509	32869766
CEP89	19	32875925	32971991
FAAP24	19	32972209	32978222
RHPN2	19	32978593	33064888
GPATCH1	19	33080880	33130542
WDR88	19	33132090	33175795
LRP3	19	33177603	33208867
SLC7A10	19	33208664	33225850
CEBPA	19	33299934	33302564
CEBPG	19	33373330	33382686
PEPD	19	33386950	33521794
CHST8	19	33621955	33773509
KCTD15	19	33795933	33815763
LSM14A	19	34172504	34229515
KIAA0355	19	34254537	34355586
GPI	19	34359480	34402156
RP11-618P17.4	19	34396315	34409364
PDCD2L	19	34404384	34426168
UBA2	19	34428352	34471251
WTIP	19	34481638	34512304
SCGB2B2	19	34593329	34675699
ZNF302	19	34677639	34686397
ZNF181	19	34734155	34745378
ZNF599	19	34758076	34773229
ZNF30	19	34926903	34945170
ZNF792	19	34956354	34964049
GRAMD1A	19	34994784	35026471
SCN1B	19	35030684	35040448
HPN	19	35040506	35066571
FXYD3	19	35115879	35124324
LGI4	19	35124513	35142451
FXYD1	19	35138808	35143109
FXYD7	19	35143250	35154301
FXYD5	19	35154730	35169883
FAM187B	19	35224800	35228729
LSR	19	35248330	35267964
USF2	19	35268978	35279821
HAMP	19	35280716	35285143
MAG	19	35292125	35313804
CD22	19	35319261	35347355
FFAR1	19	35351552	35353862
FFAR3	19	35358460	35360485
GPR42	19	35370929	35372962
FFAR2	19	35443907	35451767
KRTDAP	19	35487324	35495558
DMKN	19	35497220	35513658
SBSN	19	35523367	35528351
GAPDHS	19	35533412	35545316
TMEM147	19	35545595	35547526
ATP4A	19	35550043	35563658
HAUS5	19	35612744	35625349
RBM42	19	35629030	35637686
ETV2	19	35641745	35644871
COX6B1	19	35648223	35658861
UPK1A	19	35666516	35678483
ZBTB32	19	35704527	35717038
KMT2B	19	35718019	35738878
IGFLR1	19	35738801	35742453
AD000671.6	19	35739252	35745432
U2AF1L4	19	35742464	35745445
PSENEN	19	35745114	35747519
AC002398.9	19	35745678	35754519
LIN37	19	35748361	35754519
HSPB6	19	35754568	35758079
PROSER3	19	35758143	35771028
ARHGAP33	19	35774532	35788822
PRODH2	19	35799988	35813299
NPHS1	19	35825964	35869287
KIRREL2	19	35855861	35867109
APLP1	19	35867899	35879791
NFKBID	19	35887653	35902303
HCST	19	35902480	35904377
TYROBP	19	35904401	35908295
LRFN3	19	35935358	35945767
SDHAF1	19	35995199	35996315
SYNE4	19	36003307	36008793
ALKBH6	19	36009120	36014239
CLIP3	19	36014660	36033343
THAP8	19	36034985	36054762
WDR62	19	36054881	36105106
OVOL3	19	36111151	36113711
POLR2I	19	36113710	36115346
TBCB	19	36114289	36125947
CAPNS1	19	36139575	36150353
COX7A1	19	36150922	36152869
ZNF565	19	36182060	36246257
ZNF146	19	36214602	36238774
ZFP14	19	36334453	36379199
ZFP82	19	36383120	36418656
ZNF566	19	36445119	36489902
ZNF260	19	36510695	36528660
ZNF529	19	36534774	36605276
ZNF382	19	36604817	36634113
ZNF461	19	36637192	36666853
ZNF567	19	36687612	36727701
ZNF850	19	36714383	36772825
ZNF790	19	36817428	36850787
ZNF345	19	36850361	36913029
ZNF829	19	36888124	36916291
ZNF568	19	36916329	36998700
ZNF420	19	37007857	37130314
CTC-454I21.3	19	37093019	37210512
ZNF585A	19	37106734	37172741
ZNF585B	19	37181579	37218153
ZNF383	19	37217926	37248738
HKR1	19	37312837	37369365
ZNF527	19	37371061	37393066
ZNF569	19	37411155	37469275
ZNF570	19	37467585	37488652
ZNF793	19	37506939	37548762
ZNF540	19	37551406	37614097
ZNF571	19	37554782	37594790
ZFP30	19	37613749	37692337
ZNF781	19	37667751	37692322
CTD-2528L19.4	19	37689865	37719188
ZNF607	19	37696363	37719790
ZNF573	19	37735833	37817300
WDR87	19	37884823	37906677
SIPA1L3	19	37907228	38208372
DPF1	19	38211006	38229714
SPINT2	19	38244035	38292614
PPP1R14A	19	38251237	38256591
CTB-102L5.4	19	38289151	38304910
C19orf33	19	38304161	38305009
YIF1B	19	38305104	38317273
KCNK6	19	38319844	38332076
CATSPERG	19	38335775	38370943
PSMD8	19	38374536	38383824
GGN	19	38384265	38388082
SPRED3	19	38388421	38399587
FAM98C	19	38403135	38409088
RASGRP4	19	38409051	38426305
RYR1	19	38433699	38587564
MAP4K1	19	38587641	38618882
EIF3K	19	38619082	38636955
ACTN4	19	38647649	38731583
CAPN12	19	38730187	38769904
LGALS7	19	38770971	38773492
LGALS7B	19	38789211	38791749
LGALS4	19	38801671	38813364
ECH1	19	38815422	38832005
AC104534.3	19	38817471	38840178
HNRNPL	19	38836388	38852347
RINL	19	38867834	38878279
SIRT2	19	38878555	38899862
NFKBIB	19	38899700	38908893
CCER2	19	38908980	38912158
SARS2	19	38915266	38930896
CTC-360G5.8	19	38915404	38949855
MRPS12	19	38930548	38933162
FBXO17	19	38941401	38975910
FBXO27	19	38990714	39032785
ACP7	19	39083913	39111493
PAK4	19	39125770	39182816
NCCRP1	19	39196961	39201884
SYCN	19	39202831	39204266
IFNL3	19	39243553	39245129
IFNL2	19	39268514	39270092
IFNL1	19	39296325	39298673
LRFN1	19	39306568	39315336
GMFG	19	39328353	39342372
SAMD4B	19	39342396	39385710
PAF1	19	39385852	39391195
MED29	19	39391303	39400637
ZFP36	19	39406813	39409412
PLEKHG2	19	39412585	39428415
RPS16	19	39433207	39435948
SUPT5H	19	39436156	39476670
TIMM50	19	39480412	39493785
DLL3	19	39498895	39508481
SELV	19	39515113	39520686
EID2B	19	39530990	39532854
EID2	19	39538250	39540230
LGALS13	19	39602501	39607476
LGALS16	19	39655894	39660647
LGALS14	19	39704306	39709444
CLC	19	39731250	39738028
LEUTX	19	39776595	39786135
DYRK1B	19	39825350	39834201
FBL	19	39834458	39846414
FCGBP	19	39863323	39934626
PSMC4	19	39971005	39981441
ZNF546	19	39984134	40021041
ZNF780B	19	40028260	40056209
ZNF780A	19	40069152	40090938
MAP3K10	19	40191744	40215575
TTC9B	19	40216058	40218399
CNTD2	19	40222208	40226690
AKT2	19	40230317	40285536
C19orf47	19	40319536	40348527
PLD3	19	40348456	40380439
HIPK4	19	40379271	40390187
PRX	19	40393768	40413366
SERTAD1	19	40421592	40426025
SERTAD3	19	40440844	40444705
BLVRB	19	40447789	40465840
SPTBN4	19	40466241	40576464
SHKBP1	19	40576851	40591399
LTBP4	19	40592883	40629818
AC010412.1	19	40647563	40647937
NUMBL	19	40665905	40690972
ADCK4	19	40691529	40718207
ITPKC	19	40717103	40740860
C19orf54	19	40740856	40751553
SNRPA	19	40750637	40765389
MIA	19	40771648	40777490
MIA-RAB4B	19	40771648	40786685
RAB4B	19	40778216	40796938
RAB4B-EGLN2	19	40778242	40808198
EGLN2	19	40798996	40808433
CTC-490E21.12	19	40801297	40898282
CYP2A6	19	40843538	40882210
CYP2A7	19	40875439	40882752
CYP2B6	19	40991299	41018398
CYP2A13	19	41088472	41096195
CYP2F1	19	41114432	41128366
CYP2S1	19	41193049	41207539
AXL	19	41219203	41261766
HNRNPUL1	19	41262496	41307598
TGFB1	19	41301587	41353911
CCDC97	19	41310189	41324883
CTC-435M10.3	19	41350853	41425001
TMEM91	19	41350911	41384083
B9D2	19	41354421	41364173
EXOSC5	19	41386374	41397479
BCKDHA	19	41397460	41431345
B3GNT8	19	41425359	41428730
ATP5SL	19	41431318	41440717
ERICH4	19	41443158	41444765
CEACAM21	19	41549518	41586844
CEACAM4	19	41618971	41627074
CEACAM7	19	41673307	41706976
CEACAM5	19	41708585	41729798
AC011513.3	19	41708612	41761282
CEACAM6	19	41750977	41772208
CEACAM3	19	41796437	41811553
LYPD4	19	41837074	41844697
DMRTC2	19	41844743	41852333
RPS19	19	41859918	41872926
CD79A	19	41877120	41881372
ARHGEF1	19	41883161	41930150
RABAC1	19	41956681	41959390
ATP1A3	19	41966582	41997497
GRIK5	19	41998321	42069498
ZNF574	19	42068477	42081565
POU2F2	19	42086110	42196585
DEDD2	19	42198598	42220140
ZNF526	19	42220271	42228201
GSK3A	19	42230186	42242625
AC006486.9	19	42234583	42255132
ERF	19	42247572	42255157
CIC	19	42268537	42295797
PAFAH1B3	19	42297033	42303546
PRR19	19	42302098	42310821
TMEM145	19	42313325	42325062
MEGF8	19	42325609	42378769
CNFN	19	42387019	42390287
LIPE	19	42401507	42427426
CXCL17	19	42428288	42443048
CEACAM1	19	42507304	42561234
CEACAM8	19	42580241	42740384
PSG3	19	42721638	42740569
PSG8	19	42752686	42855691
PSG1	19	42866464	42879822
PSG6	19	42902079	42919563
PSG7	19	42906822	43082671
PSG11	19	43007656	43026512
PSG2	19	43064211	43083045
PSG5	19	43166256	43186536
PSG4	19	43192702	43207299
PSG9	19	43211791	43269530
CD177	19	43353659	43363172
TEX101	19	43401496	43418597
LYPD3	19	43460787	43465660
PHLDB3	19	43474954	43504935
ETHE1	19	43506719	43527244
ZNF575	19	43525497	43536130
XRCC1	19	43543040	43580473
L34079.2	19	43554692	43593036
PINLYP	19	43576800	43583964
IRGQ	19	43584369	43596135
ZNF576	19	43596392	43601157
SRRM5	19	43596617	43614497
ZNF428	19	43607219	43619874
CADM4	19	43622368	43639839
PLAUR	19	43646095	43670547
IRGC	19	43716010	43720021
SMG9	19	43727992	43754990
KCNN4	19	43766533	43781257
LYPD5	19	43795929	43827206
ZNF283	19	43827292	43852017
ZNF404	19	43872363	43901385
ZNF45	19	43912629	43935278
ZNF221	19	43951223	43967709
ZNF155	19	43967862	43998325
ZNF230	19	44002948	44013926
ZNF222	19	44025342	44033112
AC084219.2	19	44025354	44087318
ZNF223	19	44051367	44067991
ZNF284	19	44072144	44089613
ZNF224	19	44094339	44109886
ZNF225	19	44112181	44134816
ZNF234	19	44141557	44160309
ZNF226	19	44165073	44178381
ZNF227	19	44207547	44237268
ZNF235	19	44228729	44305046
ZNF233	19	44259880	44275317
ZNF112	19	44326555	44367217
CTC-512J12.6	19	44329695	44401608
ZNF285	19	44382298	44401608
ZNF229	19	44417519	44448578
ZNF180	19	44474428	44500524
CEACAM20	19	44501677	44529788
IGSF23	19	44613630	44636781
PVR	19	44643798	44663583
CEACAM19	19	44662278	44684359
CEACAM16	19	44699151	44710714
BCL3	19	44747705	44760044
CBLC	19	44777869	44800634
BCAM	19	44809059	44821420
PVRL2	19	44846175	44889228
TOMM40	19	44890569	44903689
APOE	19	44905754	44909393
APOC1	19	44914247	44919349
APOC4-APOC2	19	44942238	44949565
APOC4	19	44942238	44945496
APOC2	19	44946035	44949565
CLPTM1	19	44954585	44993341
RELB	19	45001430	45038198
CLASRP	19	45039040	45070956
ZNF296	19	45071500	45076588
GEMIN7	19	45079195	45091524
MARK4	19	45079288	45305283
PPP1R37	19	45091396	45148077
NKPD1	19	45149750	45160150
TRAPPC6A	19	45162928	45178237
BLOC1S3	19	45178745	45181801
AC005779.2	19	45179822	45202444
EXOC3L2	19	45212621	45234211
CKM	19	45306414	45322977
KLC3	19	45333434	45351520
ERCC2	19	45349837	45370918
PPP1R13L	19	45379634	45406349
CD3EAP	19	45406209	45410766
ERCC1	19	45407333	45478828
FOSB	19	45467995	45475179
RTN2	19	45485289	45497061
PPM1N	19	45488777	45502510
VASP	19	45506579	45526983
OPA3	19	45527427	45602212
GPR4	19	45589764	45602208
EML2	19	45606994	45645629
GIPR	19	45668244	45683724
SNRPD2	19	45687454	45692569
QPCTL	19	45692483	45703989
FBXO46	19	45710629	45730904
BHMG1	19	45733251	45764534
SIX5	19	45764785	45769226
DMPK	19	45769717	45782552
AC011530.4	19	45779437	45785973
DMWD	19	45782947	45792802
RSPH6A	19	45795710	45815319
SYMPK	19	45815410	45863290
FOXA3	19	45863989	45873797
IRF2BP1	19	45883607	45886170
MYPOP	19	45890020	45902604
NANOS2	19	45913214	45914870
NOVA2	19	45933734	45973546
CCDC61	19	45995461	46021318
PGLYRP1	19	46019153	46023065
IGFL4	19	46039748	46077118
IGFL3	19	46120071	46124674
IGFL2	19	46143106	46161299
IGFL1	19	46229752	46231243
HIF3A	19	46297046	46343433
PPP5C	19	46346994	46392981
CCDC8	19	46410372	46413584
PNMAL1	19	46466491	46471563
PPP5D1	19	46480796	46601200
PNMAL2	19	46486906	46496498
CALM3	19	46601074	46610793
PTGIR	19	46620468	46625118
GNG8	19	46634076	46634685
DACT3	19	46647612	46661138
PRKD2	19	46674275	46717127
STRN4	19	46719507	46746994
FKRP	19	46746046	46776988
SLC1A5	19	46774883	46788594
AC008622.1	19	46792971	46793189
AP2S1	19	46838136	46850992
ARHGAP35	19	46918676	47005077
NPAS1	19	47019820	47045775
TMEM160	19	47045907	47048630
ZC3H4	19	47064187	47113752
SAE1	19	47113274	47210636
BBC3	19	47220822	47232766
CCDC9	19	47255980	47271953
INAFM1	19	47274453	47275707
C5AR1	19	47290023	47322066
C5AR2	19	47332147	47347327
DHX34	19	47349281	47382704
MEIS3	19	47403124	47419523
SLC8A2	19	47428017	47472168
KPTN	19	47475144	47484268
NAPA	19	47487637	47515240
ZNF541	19	47520685	47555856
GLTSCR1	19	47608196	47703277
EHD2	19	47713343	47743134
GLTSCR2	19	47745522	47757058
SEPW1	19	47778572	47784686
TPRX1	19	47801243	47819051
CRX	19	47819779	47843330
SULT2A1	19	47870466	47886397
BSPH1	19	47968046	47992170
ELSPBP1	19	47994651	48025153
CABP5	19	48029953	48044053
PLA2G4C	19	48047843	48110817
LIG1	19	48115445	48170603
C19orf68	19	48170692	48197620
ZNF114	19	48172318	48287608
CARD8	19	48180770	48255946
CCDC114	19	48296457	48321894
EMP3	19	48321509	48330553
TMEM143	19	48332356	48364237
SYNGR4	19	48364395	48376376
KDELR1	19	48382570	48391553
GRIN2D	19	48394875	48444931
GRWD1	19	48445773	48457022
KCNJ14	19	48455509	48466980
CTC-273B12.7	19	48465837	48472431
CYTH2	19	48469032	48482314
LMTK3	19	48485271	48513189
SULT2B1	19	48552075	48599425
FAM83E	19	48600810	48614854
SPACA4	19	48606743	48607714
RPL18	19	48615328	48619536
SPHK2	19	48619291	48630717
DBP	19	48630030	48637438
CA11	19	48637942	48646312
NTN5	19	48661407	48673081
FUT2	19	48695971	48705950
MAMSTR	19	48712742	48719721
RASIP1	19	48720587	48740721
IZUMO1	19	48740852	48746909
FUT1	19	48748011	48755390
FGF21	19	48755559	48758330
BCAT2	19	48795062	48811029
HSD17B14	19	48813017	48836678
PLEKHA4	19	48837097	48868632
